,0
1787,"burgers,eggs,french fries"
1788,"nonfat milk,escalope"
1789,"spaghetti,mineral water,extra dark chocolate,green tea,zucchini"
1790,"eggs,french fries"
1791,"frozen vegetables,spaghetti,mineral water,salmon,cake,body spray"
1792,"meatballs,french wine"
1793,"cake,french fries"
1794,"cider,frozen smoothie"
1795,"eggs,whole weat flour,eggplant,strawberries,low fat yogurt"
1796,"turkey,pepper,light mayo,protein bar"
1797,"turkey,tomatoes,low fat yogurt"
1798,"flax seed,cake,green tea,french fries,mushroom cream sauce,hot dogs,cottage cheese,brownies"
1799,"eggs,cookies"
1800,"turkey,mineral water,whole wheat rice,body spray,energy drink,green tea"
1801,"eggs,escalope"
1802,"eggs,honey,salt,green tea"
1803,"spaghetti,mineral water,french fries,pancakes"
1804,green tea
1805,"tomatoes,spaghetti,mineral water,milk,energy bar,spinach,eggs,frozen smoothie"
1806,"shrimp,tomatoes"
1807,"light cream,chocolate,pancakes,yogurt cake"
1808,"turkey,eggs"
1809,french fries
1810,french fries
1811,ground beef
1812,"grated cheese,mineral water,eggs,extra dark chocolate,yogurt cake,mayonnaise,low fat yogurt"
1813,"salmon,eggs,cake"
1814,"frozen vegetables,spaghetti,mineral water,vegetables mix"
1815,"shrimp,mineral water,olive oil,eggs,cake"
1816,"turkey,herb & pepper,spaghetti,eggs"
1817,"spaghetti,mineral water,eggs,burger sauce,cooking oil,french fries,brownies"
1818,"whole weat flour,cereals,honey"
1819,"turkey,burgers,spaghetti,pancakes,ketchup,eggplant,french fries,cottage cheese,green tea"
1820,"grated cheese,herb & pepper,spaghetti,french wine,chicken,eggs,whole wheat rice,fresh bread"
1821,"burgers,fresh tuna,pickles,vegetables mix,hot dogs,cottage cheese,brownies,green tea"
1822,"tomatoes,french fries"
1823,"escalope,cookies"
1824,energy bar
1825,"dessert wine,mineral water,milk"
1826,"turkey,pepper,black tea,honey,cake,bug spray,pancakes,low fat yogurt,green tea"
1827,"whole wheat pasta,pepper,olive oil,whole wheat rice,rice,pasta,white wine"
1828,"soup,french fries"
1829,"burgers,mineral water,escalope"
1830,"pepper,mineral water,soup,milk,french wine,pancakes,chocolate,asparagus"
1831,french fries
1832,"french fries,escalope"
1833,"chocolate,shrimp,milk,butter,black tea,eggs,cooking oil,barbecue sauce,green tea,cauliflower,toothpaste"
1834,chicken
1835,"chocolate,frozen smoothie"
1836,pancakes
1837,"chicken,honey,whole weat flour,cereals,green tea,energy drink"
1838,"mineral water,french fries,cookies,shallot,low fat yogurt"
1839,"mineral water,pancakes,eggs,whole wheat rice,yogurt cake,green tea"
1840,frozen smoothie
1841,"pepper,cider"
1842,"frozen vegetables,spaghetti,milk,bacon,barbecue sauce,low fat yogurt"
1843,"frozen vegetables,parmesan cheese,spaghetti,escalope,sparkling water"
1844,cake
1845,"red wine,gums,pet food"
1846,turkey
1847,"frozen vegetables,spaghetti,mineral water,soup,green grapes,eggs,cooking oil,oatmeal"
1848,chocolate
1849,"eggs,champagne"
1850,"frozen vegetables,spaghetti"
1851,"grated cheese,herb & pepper,ground beef,mineral water,rice,cooking oil,oatmeal,chocolate"
1852,mineral water
1853,"red wine,eggs"
1854,"turkey,spinach"
1855,"burgers,herb & pepper,shrimp,whole weat flour,green tea"
1856,"spaghetti,escalope"
1857,"fresh tuna,pepper,spaghetti,whole wheat rice,cooking oil"
1858,escalope
1859,"tomatoes,french fries,body spray,yogurt cake"
1860,"rice,burger sauce,french fries,frozen smoothie,sandwich,fresh bread"
1861,"tomatoes,soup,green grapes,whole weat flour"
1862,"grated cheese,avocado,french fries,green tea"
1863,"turkey,burgers,spaghetti,french wine,eggs"
1864,"eggs,mashed potato"
1865,"burgers,ham,spaghetti,soup,almonds,pancakes,eggs,cake,cereals,chocolate,french fries,low fat yogurt,green tea"
1866,"frozen vegetables,chicken,pancakes"
1867,"chocolate,red wine,spaghetti"
1868,"mineral water,milk"
1869,fresh tuna
1870,french fries
1871,"chocolate,red wine,spaghetti"
1872,cookies
1873,"tomatoes,cake"
1874,"frozen vegetables,tomatoes,mineral water,chicken,green grapes,eggs,chocolate,brownies,fresh bread,white wine"
1875,"pancakes,eggs"
1876,"ham,grated cheese,frozen vegetables,mineral water,soup,eggs,cereals,chocolate,french fries"
1877,"shrimp,babies food"
1878,"burgers,shrimp,tomatoes,ground beef,tomato sauce,spaghetti,soup,milk,black tea,cereals,green tea"
1879,"eggs,tea"
1880,"eggs,low fat yogurt"
1881,"ham,frozen vegetables,energy bar,whole weat flour,green tea"
1882,"ground beef,tomato sauce,salmon,chocolate,green tea"
1883,"frozen vegetables,soda,chocolate"
1884,"shrimp,frozen vegetables,tomatoes,whole wheat pasta,chocolate,french fries,mushroom cream sauce"
1885,"mineral water,energy bar,vegetables mix,green grapes"
1886,"cooking oil,fresh bread"
1887,"red wine,mineral water,muffins,pancakes,honey,cake,cooking oil,whole weat flour,french fries,frozen smoothie,mushroom cream sauce,hot dogs,sparkling water,green tea"
1888,"avocado,eggs,chocolate,energy drink"
1889,"herb & pepper,olive oil,fresh bread"
1890,"spaghetti,energy bar,pancakes,whole wheat rice,cake,french fries,low fat yogurt"
1891,"frozen vegetables,spaghetti,mineral water,barbecue sauce,chocolate"
1892,"chocolate,herb & pepper,shrimp,frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,eggs"
1893,"whole wheat rice,frozen smoothie,low fat yogurt,green tea"
1894,"burgers,red wine,mineral water,cake,green tea"
1895,"red wine,mineral water,soup,eggs,pet food,tomato juice,fresh bread"
1896,"grated cheese,ground beef,pepper,spaghetti,milk,pancakes"
1897,"burgers,shrimp,frozen vegetables,tomatoes,light cream,extra dark chocolate"
1898,french fries
1899,"whole weat flour,french fries,brownies"
1900,"cake,mint green tea"
1901,"spaghetti,mineral water,cake,light cream,cooking oil,eggplant,cottage cheese,pancakes"
1902,"ground beef,mineral water,milk,oatmeal,chocolate,french fries,escalope,yogurt cake,tomato juice"
1903,"olive oil,cake,eggplant,french fries,brownies,salt,fresh bread"
1904,"mineral water,french wine,green tea"
1905,"mineral water,olive oil,strong cheese,pancakes,clothes accessories,french fries,strawberries"
1906,"spaghetti,olive oil"
1907,"grated cheese,ground beef,almonds,salmon,spinach,barbecue sauce,chocolate,frozen smoothie,fresh bread,green tea"
1908,"tomatoes,pepper,mineral water"
1909,escalope
1910,spaghetti
1911,"mineral water,soup,milk,olive oil,green beans,french fries,green tea"
1912,"cake,french fries"
1913,"burgers,whole wheat rice,ham,eggplant"
1914,"burgers,dessert wine,strong cheese,french fries"
1915,hot dogs
1916,avocado
1917,"grated cheese,red wine,tomato sauce,milk,french wine,whole wheat rice,whole weat flour,french fries"
1918,"turkey,burgers,frozen vegetables,mineral water,nonfat milk,champagne,strawberries,low fat yogurt"
1919,chocolate
1920,"spaghetti,honey,cooking oil,cookies,mashed potato"
1921,"dessert wine,eggs,french fries"
1922,"turkey,burgers,french wine,french fries,green tea"
1923,"mineral water,soup,meatballs,energy bar,cottage cheese,brownies,shampoo"
1924,"turkey,chocolate,whole wheat rice,oil"
1925,"ground beef,chocolate,escalope"
1926,french fries
1927,"chocolate,milk,olive oil"
1928,"cereals,chocolate,champagne,green tea"
1929,strawberries
1930,"whole wheat pasta,ground beef,mineral water,olive oil,green tea"
1931,spaghetti
1932,"milk,eggs"
1933,"frozen vegetables,spaghetti,mineral water,frozen smoothie,cottage cheese,green tea"
1934,mineral water
1935,"soup,cookies,brownies,light mayo"
1936,"mineral water,chocolate,french wine,champagne"
1937,chocolate
1938,"french fries,pancakes,yogurt cake"
1939,"burgers,fresh tuna,shrimp,spaghetti,chocolate,french wine,chutney,pancakes,eggs,whole wheat rice,cooking oil,french fries,light mayo"
1940,"oil,frozen smoothie"
1941,"red wine,mineral water,olive oil"
1942,"pepper,milk,salmon"
1943,"grated cheese,cereals"
1944,"tomatoes,milk,almonds,salmon,pancakes,carrots,salad,fresh bread"
1945,"grated cheese,herb & pepper,ground beef,soup,almonds,french fries,cookies"
1946,"shrimp,tomatoes"
1947,"milk,cake"
1948,"turkey,spaghetti,milk,energy bar,french wine,eggs,eggplant,french fries,cookies,green tea"
1949,"turkey,fresh tuna,tomatoes,pancakes"
1950,whole wheat rice
1951,"ground beef,tomato sauce,spaghetti,milk,hot dogs,brownies,green tea"
1952,"salt,fresh bread"
1953,"milk,green tea"
1954,"burgers,tomatoes,spaghetti,milk,barbecue sauce,frozen smoothie,green tea"
1955,"chocolate bread,yogurt cake"
1956,"whole wheat rice,cake,rice"
1957,"shrimp,frozen vegetables,mineral water,meatballs,energy bar,french fries,green tea"
1958,"chicken,muffins,honey,yogurt cake"
1959,"energy bar,black tea,eggs,chicken,champagne,light mayo"
1960,"soup,olive oil,light mayo,zucchini,green tea"
1961,"muffins,gluten free bar"
1962,"french wine,french fries"
1963,"protein bar,tomato juice"
1964,"chocolate,french fries,escalope,shampoo"
1965,"french fries,energy drink"
1966,"tomatoes,spaghetti,olive oil,oil"
1967,"mineral water,meatballs,milk"
1968,brownies
1969,"burgers,spaghetti,avocado,green beans"
1970,"energy bar,eggs"
1971,"muffins,green grapes,hot dogs"
1972,"chocolate,almonds,champagne,frozen smoothie"
1973,"energy bar,brownies"
1974,"turkey,frozen vegetables,avocado,eggs,whole wheat rice,melons,zucchini"
1975,protein bar
1976,"burgers,shrimp,tomatoes,mineral water,soup,pancakes,cooking oil,low fat yogurt"
1977,"chocolate,spaghetti,mineral water,chicken,tomato juice"
1978,"milk,escalope,shallot,strawberries"
1979,"mineral water,milk,oil,chocolate,escalope,hot dogs,yogurt cake"
1980,"milk,chocolate"
1981,olive oil
1982,"mineral water,milk,french wine,eggs,chocolate"
1983,"mineral water,honey"
1984,"shrimp,light cream,rice,cooking oil,chicken,extra dark chocolate,french fries"
1985,"grated cheese,spaghetti,mineral water,eggplant,green tea,energy drink,light mayo"
1986,energy bar
1987,"butter,tomato juice,magazines,low fat yogurt"
1988,"herb & pepper,mineral water,salmon,whole weat flour,light mayo,salt,shampoo,candy bars"
1989,spaghetti
1990,"mineral water,milk,eggs,chocolate"
1991,"turkey,shrimp,frozen vegetables,spaghetti,mineral water,toothpaste"
1992,"milk,eggs,cake,french fries"
1993,cookies
1994,cookies
1995,"spaghetti,milk,olive oil,low fat yogurt"
1996,"turkey,burgers,spaghetti,whole wheat rice,light cream,chocolate,light mayo"
1997,cookies
1998,"grated cheese,tomato sauce,spaghetti,fromage blanc,body spray"
1999,"pancakes,energy drink"
2000,"shrimp,frozen vegetables,frozen smoothie"
2001,"cider,eggs,whole wheat rice,french fries"
2002,"mineral water,energy bar,chocolate,body spray,low fat yogurt"
2003,"mineral water,cake"
2004,"mineral water,cake"
2005,tomato juice
2006,"herb & pepper,shrimp,ground beef,mineral water,eggs,cake,green tea,melons"
2007,"ham,herb & pepper,ground beef,chocolate,light cream,frozen smoothie,champagne,fresh bread"
2008,"herb & pepper,spaghetti,mineral water,eggs"
2009,"tomatoes,mineral water,milk"
2010,"spaghetti,eggs"
2011,"red wine,milk,eggs,chocolate bread,salt,white wine"
2012,"eggs,yogurt cake"
2013,mint green tea
2014,cookies
2015,"grated cheese,eggs,french fries"
2016,"grated cheese,energy bar,light cream,cooking oil,escalope"
2017,"frozen vegetables,whole wheat pasta,ground beef,mineral water,milk,chicken,eggs,chocolate,french fries"
2018,"mineral water,cereals,chocolate,fresh bread"
2019,"energy bar,fromage blanc"
2020,"tomatoes,eggs,chicken,chocolate bread,low fat yogurt"
2021,"tomatoes,ground beef,spaghetti,mineral water,milk"
2022,"turkey,burgers,ham,tomatoes,milk,eggs,chocolate,french fries,low fat yogurt"
2023,"burgers,tomatoes,chocolate"
2024,cottage cheese
2025,chocolate
2026,"herb & pepper,ground beef,spaghetti,olive oil"
2027,"pancakes,salt,tomato juice"
2028,"oil,cooking oil,chocolate,mushroom cream sauce,brownies"
2029,"ham,frozen vegetables,tomatoes,spaghetti,chocolate,cake"
2030,"fromage blanc,eggs,french fries"
2031,"burgers,grated cheese,cider,salmon,cake"
2032,"shrimp,soup"
2033,salmon
2034,"burgers,eggs,green tea"
2035,"cake,toothpaste"
2036,"grated cheese,red wine"
2037,"whole wheat pasta,spaghetti,mineral water,olive oil"
2038,"mineral water,milk,olive oil,chicken"
2039,"fresh tuna,eggs"
2040,"yams,fromage blanc,salmon,chocolate,frozen smoothie,light mayo"
2041,yams
2042,"eggs,cookies"
2043,"mineral water,meatballs,pancakes"
2044,mineral water
2045,"burgers,grated cheese,whole wheat pasta,spaghetti,mineral water,eggs,whole wheat rice,blueberries,cooking oil,whole weat flour,hand protein bar"
2046,"honey,light cream,oil,chicken,green tea,chocolate,hot dogs"
2047,"eggs,chocolate"
2048,chocolate
2049,"spaghetti,french fries,escalope,green tea"
2050,"turkey,eggs,fresh bread"
2051,"turkey,eggs,bug spray,cookies,low fat yogurt"
2052,"turkey,chocolate,eggs,gums,champagne,green tea"
2053,"eggs,cake,french fries"
2054,"burgers,green tea,chocolate"
2055,"whole wheat rice,chocolate,escalope"
2056,"butter,cooking oil,chocolate,french fries"
2057,"tomatoes,milk"
2058,"mineral water,green tea"
2059,fromage blanc
2060,"red wine,ground beef,spaghetti,mineral water,eggs,soda,cooking oil,zucchini"
2061,"herb & pepper,ground beef,tomato sauce,soup,eggs,escalope"
2062,"mineral water,whole wheat rice,escalope"
2063,"red wine,shrimp,spaghetti,mineral water,soup,milk,champagne"
2064,"rice,frozen smoothie"
2065,"frozen vegetables,chocolate,whole wheat rice"
2066,"mineral water,chocolate"
2067,burgers
2068,"eggs,french fries,energy drink"
2069,"almonds,eggs,cookies"
2070,"eggs,frozen smoothie,cottage cheese,low fat yogurt"
2071,burgers
2072,"cake,frozen smoothie"
2073,"eggs,french fries"
2074,"grated cheese,herb & pepper,mineral water,flax seed,pancakes,frozen smoothie,sandwich,hot dogs,brownies"
2075,"spaghetti,butter,eggs,cake,chocolate,french fries"
2076,"pancakes,french fries"
2077,"fresh tuna,herb & pepper,shrimp,frozen vegetables,chicken,chocolate,low fat yogurt"
2078,"french fries,cookies"
2079,yogurt cake
2080,grated cheese
2081,spaghetti
2082,"pepper,mineral water,chocolate,nonfat milk"
2083,"frozen vegetables,eggs,chocolate"
2084,"tomatoes,mineral water,soup,olive oil,bug spray"
2085,"burgers,red wine,frozen vegetables,chicken,frozen smoothie"
2086,eggs
2087,"red wine,ground beef,spaghetti,blueberries"
2088,"shrimp,frozen vegetables,tomatoes,cake,green tea,pancakes"
2089,"mineral water,milk,spinach,whole wheat rice,fresh bread"
2090,"ground beef,spaghetti"
2091,strawberries
2092,barbecue sauce
2093,"burgers,grated cheese,french fries"
2094,"vegetables mix,nonfat milk,pancakes"
2095,"burgers,shrimp,spaghetti,milk,french wine,cake,green beans,french fries"
2096,"cider,eggs"
2097,"burgers,eggs,french fries"
2098,"tomato sauce,mineral water"
2099,"frozen vegetables,spaghetti"
2100,"turkey,ham,red wine,shrimp,mineral water,chicken,pancakes,cake,white wine"
2101,"pancakes,cooking oil,chocolate"
2102,"burgers,spaghetti"
2103,"shrimp,frozen vegetables,spaghetti,mineral water,milk,strong cheese"
2104,"tomatoes,ground beef,meatballs,salmon,eggs,champagne,frozen smoothie,low fat yogurt,mint"
2105,"pepper,milk,light cream,chicken,chocolate,frozen smoothie,mushroom cream sauce"
2106,"turkey,pancakes,eggs"
2107,green tea
2108,escalope
2109,"turkey,ground beef,pepper,flax seed,bacon,salmon,pet food"
2110,"mineral water,cider"
2111,"french fries,tomato juice,fresh bread"
2112,"herb & pepper,tomato sauce,spaghetti,mineral water,avocado,milk,olive oil,bacon,pancakes,whole wheat rice,whole weat flour,cereals,french fries,frozen smoothie"
2113,"chocolate,pancakes"
2114,burgers
2115,muffins
2116,"frozen vegetables,cereals,chocolate,french fries,escalope,champagne,tomato juice"
2117,"mineral water,salmon"
2118,"milk,cake,cookies,mushroom cream sauce"
2119,"tomato sauce,champagne,green tea"
2120,"mineral water,tea,escalope,fresh bread,magazines"
2121,"ham,soup,honey"
2122,"turkey,tomatoes,spaghetti,mineral water,chocolate,milk,frozen smoothie,green tea"
2123,"shrimp,mineral water,milk,hand protein bar,tomato juice"
2124,"cookies,light mayo"
2125,"chocolate,french fries,cookies,shallot,low fat yogurt"
2126,"milk,brownies"
2127,"herb & pepper,milk,cider,cooking oil,hot dogs"
2128,"olive oil,light mayo"
2129,"tomatoes,ground beef,mineral water,olive oil,fromage blanc,honey,light cream,frozen smoothie,fresh bread"
2130,"turkey,mineral water,eggs,cake,french fries,yogurt cake"
2131,french fries
2132,"tomatoes,milk,chocolate,cookies,strawberries,fresh bread"
2133,"shrimp,frozen vegetables,olive oil,eggs,light mayo,low fat yogurt"
2134,mineral water
2135,"burgers,olive oil,honey,extra dark chocolate"
2136,french fries
2137,"ground beef,pasta,green tea"
2138,"spaghetti,chicken,honey,oatmeal,green tea,chocolate,french fries,frozen smoothie,cookies,mushroom cream sauce,magazines"
2139,"chocolate,oil,magazines"
2140,"burgers,tomatoes,french wine,eggs,french fries"
2141,chocolate
2142,"mineral water,whole wheat rice,pancakes,mayonnaise,low fat yogurt"
2143,"spaghetti,mineral water,olive oil,strong cheese,honey,cereals,chocolate"
2144,"mineral water,milk,cake,french fries,champagne,green tea"
2145,honey
2146,grated cheese
2147,"olive oil,almonds,green grapes,tomato juice,fresh bread"
2148,"milk,nonfat milk,muffins"
2149,"meatballs,tea,frozen smoothie,escalope,mushroom cream sauce,green tea"
2150,"milk,olive oil,french wine,ketchup"
2151,"spaghetti,mineral water,green tea"
2152,cake
2153,"milk,eggs,champagne"
2154,"shrimp,mineral water,chocolate,milk,soda,oatmeal,white wine"
2155,"flax seed,green tea"
2156,"ground beef,cake"
2157,"spaghetti,oil"
2158,"shrimp,eggs"
2159,"turkey,candy bars"
2160,burgers
2161,spaghetti
2162,tomato sauce
2163,"fresh tuna,tomatoes,spaghetti,chicken,cake,escalope"
2164,"ground beef,milk,energy bar,light cream"
2165,french fries
2166,"burgers,herb & pepper,red wine,milk,black tea,chicken,pancakes,eggs,cake,mint green tea"
2167,"turkey,tomatoes,salmon,frozen smoothie"
2168,chocolate
2169,"ham,shrimp,mineral water,cider"
2170,"chicken,cookies"
2171,"chocolate,shrimp,frozen vegetables,ground beef,spaghetti,mineral water"
2172,"butter,pancakes,chicken,frozen smoothie,low fat yogurt"
2173,"herb & pepper,milk,eggs,cereals,fresh bread,white wine,low fat yogurt"
2174,"fresh tuna,pancakes,whole wheat rice,chocolate,gluten free bar,melons,fresh bread,low fat yogurt"
2175,"eggs,soda,gluten free bar,white wine"
2176,"shrimp,milk,cake,bug spray,cooking oil,cereals,energy drink,salt"
2177,"shrimp,frozen vegetables,mineral water,milk,eggs,cake,gums,escalope,fresh bread"
2178,"cereals,green tea"
2179,"french wine,honey,light mayo"
2180,"turkey,spaghetti,mineral water,milk,chicken,eggs,cake,green tea"
2181,escalope
2182,"milk,cider,eggs,french fries,cookies,green tea"
2183,"turkey,burgers,chocolate,spaghetti,vegetables mix,bug spray,chicken,chili,green tea,strawberries,babies food,tomato juice,fresh bread"
2184,"eggs,french fries,low fat yogurt,honey"
2185,"mineral water,energy bar,chocolate,french fries,body spray,low fat yogurt"
2186,"ham,herb & pepper,pepper,champagne,white wine"
2187,"soup,fresh bread"
2188,"energy bar,honey,cake,low fat yogurt,green tea"
2189,"turkey,mineral water,butter,french wine,bacon,eggs,whole wheat rice,cooking oil,low fat yogurt"
2190,"burgers,grated cheese,herb & pepper,ground beef,chocolate,milk,cider,eggs,whole wheat rice,cake,oil,eggplant"
2191,"burgers,tomatoes,mineral water,eggs,french fries,strawberries,green tea"
2192,"ham,spaghetti"
2193,"burgers,frozen vegetables,tomatoes,eggs,cake,cooking oil"
2194,"mineral water,eggs,cake"
2195,cookies
2196,"turkey,shrimp,frozen vegetables,tomatoes,spaghetti,mineral water,soup,milk,olive oil,pancakes,chicken,chocolate,hot dogs,light mayo,tomato juice"
2197,cottage cheese
2198,"grated cheese,chocolate,french wine,chicken"
2199,escalope
2200,"grated cheese,frozen vegetables,ground beef,pepper,spaghetti,green tea"
2201,"chocolate,champagne,low fat yogurt"
2202,"mineral water,pancakes,whole wheat rice,candy bars"
2203,"soup,avocado,french fries,frozen smoothie,light mayo,tomato juice,green tea"
2204,"frozen vegetables,tomatoes,butter,eggs,cake,bug spray"
2205,"tomatoes,spaghetti,mineral water,milk,whole wheat rice,cake"
2206,"mineral water,low fat yogurt"
2207,"shrimp,spaghetti,milk,cider,eggs,french fries,pancakes,low fat yogurt"
2208,cookies
2209,"tomatoes,ground beef,flax seed,eggs,carrots,green tea,cookies,shallot"
2210,candy bars
2211,"ground beef,spaghetti,salmon"
2212,"turkey,frozen vegetables,ground beef,mineral water,chocolate,soup,milk"
2213,"milk,champagne,mushroom cream sauce"
2214,"butter,muffins,pancakes,oil,french fries,magazines"
2215,"mineral water,olive oil"
2216,"ham,ground beef,mineral water,low fat yogurt"
2217,grated cheese
2218,green tea
2219,"black tea,french wine,chocolate,french fries,shallot,brownies,pancakes,toothpaste"
2220,"burgers,spaghetti,milk,bacon,eggs,chocolate,french fries,cookies,green tea"
2221,"pickles,champagne"
2222,"mineral water,vegetables mix,eggs,cooking oil"
2223,"soup,milk"
2224,"green tea,frozen smoothie"
2225,"frozen vegetables,tomato sauce,mineral water,milk,olive oil,french fries"
2226,french fries
2227,"mineral water,soup,whole wheat rice"
2228,escalope
2229,oil
2230,"red wine,frozen vegetables"
2231,"milk,eggs,ham,french fries"
2232,"grated cheese,shrimp"
2233,"burgers,french fries,shallot,green tea"
2234,cookies
2235,"herb & pepper,shrimp,mineral water"
2236,"milk,butter,eggs,toothpaste"
2237,cottage cheese
2238,"spaghetti,chocolate,milk,eggs,cake,cooking oil"
2239,cake
2240,"burgers,shrimp,mineral water,milk,energy bar,rice,brownies,yogurt cake"
2241,"cookies,honey"
2242,"burgers,shrimp,spaghetti,french wine,chicken,green grapes,green tea,magazines,low fat yogurt"
2243,cookies
2244,"pickles,french fries,yogurt cake"
2245,"spaghetti,mineral water,milk,strong cheese,chocolate,champagne,frozen smoothie"
2246,"grated cheese,spaghetti,eggs"
2247,"herb & pepper,ground beef,spaghetti,mineral water,pancakes,tomato juice"
2248,energy drink
2249,cookies
2250,escalope
2251,"fresh tuna,shrimp,ground beef,olive oil,cookies,fresh bread"
2252,"frozen vegetables,mineral water"
2253,"chocolate,chicken,candy bars"
2254,"grated cheese,red wine,tomatoes,tomato sauce,spaghetti,mineral water,chocolate,almonds,fromage blanc,eggs,cake,blueberries,cooking oil"
2255,milk
2256,"burgers,fresh tuna,tomatoes,mineral water,meatballs,milk,french wine,cider,eggs,cake,cooking oil,hot dogs,green tea"
2257,"french wine,honey,whole wheat rice"
2258,cottage cheese
2259,chocolate
2260,"turkey,herb & pepper,shrimp,mineral water,eggs,gums,green tea,escalope"
2261,"cake,barbecue sauce,escalope"
2262,green tea
2263,"frozen vegetables,eggs,cake"
2264,"vegetables mix,eggs,escalope"
2265,mineral water
2266,"grated cheese,chicken,low fat yogurt"
2267,"red wine,tomatoes,mineral water,french wine,pancakes"
2268,"spaghetti,cake,light mayo,fresh bread"
2269,"pancakes,eggs"
2270,"red wine,french wine,salmon,french fries"
2271,"whole wheat pasta,ground beef,mineral water,soup,nonfat milk,pancakes,eggs"
2272,"cake,french fries"
2273,"burgers,milk,eggs,french fries"
2274,salmon
2275,"avocado,eggs,chicken,chocolate"
2276,"tomatoes,mineral water,pancakes"
2277,"dessert wine,herb & pepper,pepper,yogurt cake,fresh bread,green tea"
2278,"ground beef,mineral water,eggs,yogurt cake"
2279,"ground beef,milk,cake"
2280,"spaghetti,eggs,french fries"
2281,"chocolate,tomatoes,mineral water,cake,green tea"
2282,eggs
2283,"meatballs,eggplant"
2284,"meatballs,black tea,eggs"
2285,"pepper,spaghetti,strong cheese"
2286,"fresh tuna,red wine,spaghetti,mineral water,soup,bacon,pancakes,eggs,cooking oil"
2287,green tea
2288,"chocolate,spaghetti,mineral water,milk,salmon,green tea,escalope,mushroom cream sauce"
2289,"mineral water,soup,avocado,green tea"
2290,"turkey,red wine,frozen vegetables,ground beef,pancakes,pet food,protein bar"
2291,"shrimp,tomatoes,mineral water,soup,olive oil,chocolate,escalope,yogurt cake,green tea"
2292,"frozen vegetables,mineral water,cereals,sparkling water,energy drink"
2293,mineral water
2294,cookies
2295,cookies
2296,"shrimp,eggs,cake,french fries,mint,green tea"
2297,"chocolate,pepper,spaghetti,mineral water,nonfat milk,whole wheat rice,french fries,champagne"
2298,cookies
2299,"chicken,chocolate,champagne"
2300,"grated cheese,frozen vegetables,mineral water,soup,vegetables mix,pancakes,cooking oil,carrots,french fries,escalope,mint"
2301,"eggs,french fries,brownies,strawberries"
2302,"mineral water,salmon,eggs,cake,cauliflower,low fat yogurt"
2303,"eggs,whole wheat rice,frozen smoothie,low fat yogurt"
2304,"bacon,eggs"
2305,eggs
2306,"grated cheese,salmon,cake,champagne"
2307,"shrimp,spaghetti,mineral water,light cream"
2308,energy bar
2309,fresh bread
2310,cookies
2311,"french fries,strawberries,low fat yogurt,candy bars"
2312,"escalope,shallot,white wine"
2313,"burgers,grated cheese,herb & pepper,red wine,parmesan cheese,ground beef,spaghetti,avocado,eggs,clothes accessories,fresh bread"
2314,"burgers,escalope,salt"
2315,"eggs,cookies"
2316,"frozen vegetables,parmesan cheese,butter,carrots,oatmeal,green tea,hot dogs"
2317,"turkey,grated cheese,ground beef,mineral water,milk,nonfat milk,french fries"
2318,"burgers,shrimp,whole wheat pasta,spaghetti,french wine,eggs,chocolate"
2319,"mineral water,eggs"
2320,"ground beef,tomato sauce,mineral water,meatballs,chicken,brownies,fresh bread,low fat yogurt"
2321,"burgers,eggs"
2322,"frozen vegetables,light mayo"
2323,"red wine,frozen smoothie,cookies,champagne"
2324,"ham,mineral water,milk,french fries,babies food"
2325,french fries
2326,"turkey,honey,cooking oil,green tea"
2327,spaghetti
2328,"mineral water,frozen smoothie"
2329,"cake,low fat yogurt"
2330,"cookies,hot dogs"
2331,cookies
2332,"flax seed,green tea,honey"
2333,"fresh tuna,shrimp,frozen vegetables,mineral water,milk,olive oil,french fries"
2334,chicken
2335,"grated cheese,ground beef,pepper,spaghetti,cooking oil,chicken,corn"
2336,"cake,french fries"
2337,"ham,pickles,honey,cottage cheese,green tea"
2338,"french fries,frozen smoothie,energy drink"
2339,"milk,chicken,eggs,pancakes"
2340,"olive oil,pancakes,cooking oil"
2341,"burgers,spaghetti,milk,chocolate,french fries,cookies,green tea"
2342,cookies
2343,"ground beef,spaghetti,candy bars"
2344,"cake,french fries"
2345,"eggs,green tea,mushroom cream sauce,strawberries"
2346,eggs
2347,"turkey,burgers,tomatoes,spaghetti,eggs,whole weat flour,pancakes"
2348,"burgers,milk,eggs,cake,clothes accessories,french fries"
2349,pasta
2350,"milk,eggs"
2351,"turkey,eggs,whole wheat rice,green tea"
2352,"fresh tuna,grated cheese,spaghetti,mineral water,salmon,eggs,mashed potato"
2353,pancakes
2354,"escalope,low fat yogurt"
2355,"chocolate,shrimp,frozen vegetables,spaghetti,mineral water,olive oil,eggs,cake,light cream,yogurt cake"
2356,"strong cheese,tomato juice,low fat yogurt,green tea"
2357,"turkey,burgers,shrimp,ground beef,spaghetti,mineral water,milk,olive oil,salmon,honey,whole wheat rice,rice,burger sauce,french fries,hot dogs,protein bar"
2358,"tomatoes,escalope"
2359,cookies
2360,"grated cheese,spaghetti,french fries"
2361,cookies
2362,"eggs,cake"
2363,"shampoo,babies food"
2364,"burgers,turkey,herb & pepper,shrimp,tomato sauce,light cream,cooking oil,pet food,chocolate"
2365,"eggs,french fries"
2366,"mineral water,cake,french fries"
2367,"herb & pepper,frozen vegetables,ground beef,mineral water"
